linea_id,pedido_id,producto_id,talla,cantidad,precio_unitario,descuento_pct
911472,504585,1131,42,1,"55,67 €",0.1
911473,504586,1175,XL,1,"17,99 €",0.3
911474,504587,1283,Talla L,1,"24,64 €",20
911475,504587,1200,XS,1,"21,79 €",0.2
911476,504588,1022,L,1,"36,94 €",20
911477,504588,1090,m,1,"34,56 €",30
911478,504588,1185,S,1,"21,81 €",0.2
911479,504589,1042,Talla M,3,"49,99 €",40%
911480,504589,1053,S,1,"38,51 €",0.2
911481,504590,1216,M,1,"17,83 €",30
911482,504590,1305,Talla M,2,"32,92 €",0.3
911483,504591,1097,36,1,"45,52 €",20%
911484,504591,1207,M,1,"16,71 €",0.1
911485,504592,1097,40,1,"45,52 €",40
911486,504592,1184,M,1,"14,15 €",20%
911487,504592,1229,s,1,"38,72 €",10
911488,504593,1036,s,1,"51,15 €",20%
911489,504593,1080,XL,1,"34,78 €",30%
911490,504594,1185,s,1,"21,81 €",0.4
911491,504594,1234,XL,1,"26,50 €",0%
911492,504594,1102,39,1,"68,36 €",0.4
911493,504594,1229,L,1,"38,72 €",20%
911494,504595,1386,M,1,"32,98 €",0.3
911495,504596,1147,38,2,"30,45 €",0.5
911496,504596,1255,xl,1,"31,35 €",30
911497,504596,1160,39,1,"65,05 €",20
911498,504596,1204,XL,1,"12,35 €",0.2
911499,504596,1090,XL,1,"34,56 €",30%
911500,504597,1171,L,2,"18,14 €",30%
911501,504598,1185,S,1,"21,81 €",20%
911502,504598,1290,S,1,"23,54 €",0%
911503,504599,1042,L,1,"49,99 €",40
911504,504599,1376,S,1,"26,99 €",10%
911505,504599,1158,Talla 36,1,"44,36 €",20
911506,504600,1133,38,1,"48,67 €",0.1
911507,504600,1131,37,1,"55,67 €",20%
911508,504600,1260,M,1,"41,99 €",10
911509,504601,1055,M,1,"33,15 €",0
911510,504602,1206,S,1,"15,68 €",20
911511,504602,1378,L,1,"21,35 €",10%
911512,504603,1144,38,1,"75,61 €",50%
911513,504604,1022,XL,1,"36,94 €",20%
911514,504604,1252,M,1,"33,85 €",0.3
911515,504604,1228,l,1,"37,14 €",0.3
911516,504604,1107,39,1,"55,33 €",0.4
911517,504605,1055,Talla M,1,"33,15 €",10%
911518,504605,1392,m,1,"12,73 €",0.4
911519,504605,1285,L,3,"39,82 €",0.2
911520,504605,1097,39,1,"45,52 €",20%
911521,504606,1357,Talla S,2,"16,44 €",20
911522,504606,1175,Talla S,3,"17,99 €",40%
911523,504607,1235,xs,1,"34,51 €",0.2
911524,504607,1085,XS,1,"41,61 €",30
911525,504608,1197,XL,2,"14,87 €",0.1
911526,504608,1084,L,1,"59,12 €",10%
911527,504608,1193,XL,1,"20,23 €",0.3
911528,504608,1229,S,1,"38,72 €",30%
911529,504609,1094,39,1,"61,63 €",50%
911530,504610,1227,XL,1,"25,33 €",10%
911531,504611,1355,XL,3,"26,01 €",0%
911532,504612,1173,M,1,"22,99 €",0.3
911533,504612,1094,40,1,"61,63 €",0.5
911534,504613,1208,S,2,"22,70 €",30%
911535,504613,1023,S,2,"31,99 €",0.3
911536,504614,1277,M,1,"28,10 €",0%
911537,504614,1020,Talla L,1,"35,48 €",0.0
911538,504615,1182,XL,1,"16,74 €",0.4
911539,504615,1303,m,1,"34,22 €",20%
911540,504616,1397,S,1,"20,12 €",0.0
911541,504616,1111,37,1,"59,92 €",0.0
911542,504616,1091,37,1,"75,99 €",0%
911543,504616,1375,XS,1,"22,99 €",0
911544,504616,1236,S,1,"32,57 €",0.1
911545,504617,1332,M,1,"87,31 €",20
911546,504617,1245,M,1,"40,31 €",0.2
911547,504618,1200,XS,1,"21,79 €",0.1
911548,504618,1368,S,1,"20,18 €",10%
911549,504618,1318,M,1,"40,14 €",0%
911550,504618,1033,L,1,"54,99 €",0
911551,504618,1259,S,1,"30,24 €",0
911552,504619,1079,S,1,"46,26 €",30
911553,504619,1069,M,1,"29,38 €",20
911554,504620,1061,XL,1,"46,35 €",0.0
911555,504620,1362,S,2,"26,07 €",20
911556,504621,1115,40,1,"64,90 €",30%
911557,504621,1319,S,1,"30,13 €",20%
911558,504621,1136,42,1,"73,76 €",10
911559,504621,1357,XS,1,"16,44 €",0.5
911560,504621,1098,Talla 39,1,"38,24 €",30
911561,504622,1023,xs,1,"31,99 €",10
911562,504622,1392,M,1,"12,73 €",0.3
911563,504623,1362,S,1,"26,07 €",10%
911564,504623,1067,XL,1,"32,97 €",0.2
911565,504624,1042,L,1,"49,99 €",40
911566,504624,1326,M,1,"67,24 €",40%
911567,504624,1298,S,1,"30,07 €",0.0
911568,504624,1315,L,1,"32,56 €",0
911569,504625,1393,XL,1,"13,58 €",30
911570,504625,1315,L,1,"32,56 €",40%
911571,504625,1305,XS,1,"32,92 €",30%
911572,504625,1366,L,1,"26,15 €",0.3
911573,504625,1248,s,1,"44,58 €",20%
911574,504626,1368,XL,1,"20,18 €",30%
911575,504626,1197,m,1,"14,87 €",0.3
911576,504626,1275,S,1,"24,89 €",30%
911577,504626,1203,S,1,"19,01 €",0.2
911578,504627,1080,M,1,"34,78 €",10
911579,504628,1154,Talla 36,1,"70,63 €",10%
911580,504629,1149,37,1,"75,51 €",30%
911581,504629,1036,Talla S,1,"51,15 €",0
911582,504629,1298,S,1,"30,07 €",0
911583,504629,1157,40,1,"47,95 €",20
911584,504630,1042,L,1,"49,99 €",40%
911585,504630,1315,M,1,"32,56 €",20
911586,504630,1284,XS,1,"20,70 €",30%
911587,504630,1129,39,1,"73,51 €",40
911588,504631,1173,Talla L,2,"22,99 €",40%
911589,504631,1245,M,1,"40,31 €",20%
911590,504632,1225,S,1,"39,08 €",0
911591,504633,1042,Talla M,1,"49,99 €",40%
911592,504633,1381,L,1,"34,45 €",10%
911593,504634,1042,L,1,"49,99 €",40%
911594,504634,1265,S,1,"44,68 €",40
911595,504634,1193,L,1,"20,23 €",30
911596,504635,1385,M,1,"28,77 €",40%
911597,504635,1080,XL,1,"34,78 €",0.2
911598,504636,1229,L,1,"38,72 €",40%
911599,504636,1145,37,1,"44,56 €",40%
911600,504636,1229,M,1,"38,72 €",0.2
911601,504637,1141,38,1,"47,53 €",20%
911602,504638,1298,XS,1,"30,07 €",0
911603,504638,1270,XL,1,"37,43 €",0.1
911604,504639,1252,L,1,"33,85 €",0.2
911605,504639,1098,40,1,"38,24 €",50%
911606,504639,1092,37,2,"69,97 €",20
911607,504639,1062,Talla M,1,"43,22 €",20
911608,504639,1151,Talla 36,2,"47,09 €",10%
911609,504639,1100,42,1,"49,80 €",40%
911610,504640,1013,S,1,"31,03 €",0.2
911611,504640,1032,XL,1,"29,90 €",0.3
911612,504640,1364,M,1,"11,29 €",0.1
911613,504640,1229,S,1,"38,72 €",0.1
911614,504641,1273,M,1,"32,69 €",40
911615,504641,1262,L,1,"36,87 €",20%
911616,504641,1369,XL,1,"15,16 €",30%
911617,504642,1103,36,1,"62,95 €",0.4
911618,504642,1124,39,1,"77,92 €",0.2
911619,504642,1055,Talla M,1,"33,15 €",20
911620,504642,1037,M,1,"41,52 €",0.3
911621,504642,1234,M,2,"26,50 €",20%
911622,504643,1170,S,2,"12,32 €",20
911623,504643,1265,XL,1,"44,68 €",50%
911624,504643,1069,l,1,"29,38 €",0
911625,504644,1056,M,1,"39,14 €",0%
911626,504645,1184,XS,1,"14,15 €",0.2
911627,504646,1317,L,1,"27,13 €",0.3
911628,504647,1352,M,1,"12,43 €",0.3
911629,504647,1266,l,1,"33,10 €",0.2
911630,504647,1104,41,1,"51,58 €",0.2
911631,504648,1380,S,1,"34,77 €",10%
911632,504648,1266,L,1,"33,10 €",0%
911633,504649,1234,XS,1,"26,50 €",0.1
911634,504650,1315,Talla M,3,"32,56 €",0.3
911635,504650,1311,S,1,"30,25 €",20%
911636,504651,1370,L,1,"32,70 €",0%
911637,504651,1017,XL,1,"33,77 €",0%
911638,504651,1258,XL,1,"35,14 €",10%
911639,504652,1047,l,1,"27,30 €",10%
911640,504652,1070,M,1,"27,27 €",40%
911641,504652,1061,XS,1,"46,35 €",0.2
911642,504653,1136,38,1,"73,76 €",10%
911643,504653,1266,Talla L,3,"33,10 €",40
911644,504654,1204,S,1,"12,35 €",0%
911645,504654,1152,37,2,"48,30 €",0.0
911646,504654,1156,40,1,"56,23 €",0%
911647,504655,1286,S,1,"28,43 €",20
911648,504655,1204,xs,1,"12,35 €",0%
911649,504656,1200,L,1,"21,79 €",20%
911650,504656,1112,Talla 38,1,"78,05 €",0
911651,504657,1014,XL,1,"48,60 €",0.2
911652,504657,1204,L,1,"12,35 €",20%
911653,504658,1038,M,1,"27,52 €",30
911654,504659,1126,36,3,"52,20 €",0%
911655,504659,1154,39,1,"70,63 €",0.1
911656,504659,1048,Talla XL,1,"36,45 €",20
911657,504659,1028,M,1,"48,82 €",30
911658,504659,1013,L,1,"31,03 €",30%
911659,504660,1130,38,1,"73,00 €",20%
911660,504660,1148,39,1,"36,02 €",0.1
911661,504660,1204,Talla L,1,"12,35 €",0.0
911662,504660,1374,s,1,"12,90 €",0.1
911663,504660,1028,L,1,"48,82 €",0.0
911664,504660,1334,M,1,"41,41 €",0.0
911665,504661,1042,S,2,"49,99 €",40
911666,504661,1019,L,1,"38,48 €",10%
911667,504661,1069,m,1,"29,38 €",0.5
911668,504661,1380,XL,1,"34,77 €",0.5
911669,504661,1204,M,1,"12,35 €",10
911670,504662,1362,XS,1,"26,07 €",40%
911671,504662,1017,Talla L,1,"33,77 €",20%
911672,504662,1036,L,1,"51,15 €",20
911673,504662,1252,L,1,"33,85 €",0.3
911674,504663,1204,S,1,"12,35 €",0.0
911675,504663,1197,M,1,"14,87 €",0
911676,504663,1170,S,2,"12,32 €",0%
911677,504664,1042,XL,1,"49,99 €",40
911678,504664,1318,L,1,"40,14 €",0.1
911679,504665,1350,M,1,"57,49 €",10
911680,504665,1080,XS,1,"34,78 €",0.2
911681,504666,1259,L,1,"30,24 €",10%
911682,504666,1263,L,1,"39,31 €",0.0
911683,504666,1336,XL,1,"80,41 €",0.2
911684,504666,1053,XL,2,"38,51 €",50
911685,504667,1139,39,1,"49,46 €",0.0
911686,504667,1315,S,1,"32,56 €",30%
911687,504667,1038,S,1,"27,52 €",0.3
911688,504667,1357,l,1,"16,44 €",0.5
911689,504668,1147,38,1,"30,45 €",0.2
911690,504668,1036,XS,1,"51,15 €",20%
911691,504668,1252,S,1,"33,85 €",50%
911692,504669,1042,S,1,"49,99 €",40
911693,504670,1185,XL,1,"21,81 €",0.5
911694,504670,1041,s,1,"57,12 €",10
911695,504670,1291,Talla S,1,"28,71 €",0.2
911696,504671,1301,M,1,"46,93 €",0.3
911697,504672,1258,L,1,"35,14 €",0.3
911698,504672,1264,m,2,"44,81 €",40
911699,504673,1225,M,3,"39,08 €",40%
911700,504673,1082,XL,1,"49,65 €",0.0
911701,504673,1194,xl,2,"22,75 €",20%
911702,504673,1036,Talla S,2,"51,15 €",40
911703,504674,1050,XS,1,"52,78 €",0.1
911704,504675,1042,M,1,"49,99 €",40
911705,504675,1001,XS,1,"32,57 €",20%
911706,504675,1185,XS,1,"21,81 €",0.1
911707,504676,1047,Talla M,1,"27,30 €",40%
911708,504676,1069,Talla L,1,"29,38 €",10%
911709,504677,1042,s,2,"49,99 €",0.4
911710,504677,1148,39,1,"36,02 €",0
911711,504678,1322,L,1,"33,07 €",0.3
911712,504679,1204,XS,2,"12,35 €",0.0
911713,504679,1080,M,1,"34,78 €",20
911714,504679,1140,41,1,"39,31 €",20%
911715,504679,1204,L,1,"12,35 €",50%
911716,504680,1014,L,1,"48,60 €",0.0
911717,504680,1204,XS,1,"12,35 €",0%
911718,504680,1036,l,3,"51,15 €",10
911719,504681,1247,m,1,"43,39 €",0%
911720,504681,1370,L,2,"32,70 €",0%
911721,504682,1042,M,1,"49,99 €",0.4
911722,504683,1042,L,1,"49,99 €",0.4
911723,504684,1310,S,1,"40,69 €",0.2
911724,504684,1204,XL,1,"12,35 €",0%
911725,504685,1053,S,1,"38,51 €",0.3
911726,504685,1275,S,1,"24,89 €",0.4
911727,504685,1248,M,1,"44,58 €",0.2
911728,504685,1272,L,2,"29,98 €",0.3
911729,504686,1110,Talla 41,1,"37,86 €",0.0
911730,504686,1113,40,1,"38,95 €",0%
911731,504687,1058,Talla S,1,"51,95 €",10%
911732,504687,1279,Talla L,1,"28,28 €",50%
911733,504687,1010,L,1,"32,90 €",50%
911734,504688,1216,XL,1,"17,83 €",0.2
911735,504688,1357,m,1,"16,44 €",20%
911736,504688,1289,L,1,"22,39 €",0.3
911737,504689,1053,m,2,"38,51 €",0.3
911738,504689,1148,37,2,"36,02 €",0.5
911739,504690,1030,L,1,"46,38 €",40
911740,504690,1122,39,1,"63,66 €",40%
911741,504691,1368,M,1,"20,18 €",0%
911742,504691,1012,M,1,"40,99 €",30
911743,504691,1345,M,1,"85,68 €",10%
911744,504691,1148,36,1,"36,02 €",20%
911745,504692,1112,36,1,"78,05 €",20
911746,504692,1356,S,1,"31,86 €",10%
911747,504692,1283,XL,1,"24,64 €",10%
911748,504693,1322,XL,1,"33,07 €",10
911749,504693,1383,XS,1,"20,95 €",0.0
911750,504693,1362,L,1,"26,07 €",10%
911751,504693,1189,XS,1,"16,40 €",30%
911752,504693,1030,xl,1,"46,38 €",40%
911753,504693,1123,37,1,"77,67 €",0.1
911754,504694,1070,Talla S,1,"27,27 €",0.1
911755,504695,1285,S,1,"39,82 €",20%
911756,504695,1069,m,1,"29,38 €",0.4
911757,504695,1122,40,1,"63,66 €",0.3
911758,504695,1285,M,1,"39,82 €",0%
911759,504695,1175,XL,1,"17,99 €",20%
911760,504695,1219,Talla L,1,"17,73 €",0.2
911761,504695,1257,Talla M,1,"41,13 €",0.2
911762,504696,1152,37,1,"48,30 €",0.4
911763,504696,1394,S,2,"26,56 €",20%
911764,504697,1056,M,1,"39,14 €",0.2
911765,504698,1315,S,1,"32,56 €",40
911766,504699,1042,S,1,"49,99 €",40
911767,504699,1081,Talla S,1,"55,86 €",10%
911768,504699,1010,L,3,"32,90 €",0.1
911769,504699,1301,M,1,"46,93 €",0
911770,504700,1314,s,1,"42,15 €",0%
911771,504700,1009,Talla M,1,"25,67 €",20%
911772,504701,1203,L,1,"19,01 €",0
911773,504702,1042,xl,1,"49,99 €",0.4
911774,504702,1151,37,1,"47,09 €",0.2
911775,504702,1044,M,1,"36,91 €",10
911776,504703,1197,xs,2,"14,87 €",0
911777,504703,1113,39,1,"38,95 €",0.0
911778,504704,1315,Talla S,2,"32,56 €",30%
911779,504704,1306,L,3,"38,88 €",20
911780,504704,1379,XL,1,"31,72 €",40
911781,504705,1204,M,1,"12,35 €",30%
911782,504705,1372,Talla M,1,"28,06 €",30
911783,504705,1336,L,1,"80,41 €",0.4
911784,504706,1388,M,1,"15,95 €",0.2
911785,504706,1120,38,1,"65,76 €",0.3
911786,504706,1106,38,1,"73,33 €",20%
911787,504706,1340,Talla XS,3,"80,92 €",20
911788,504707,1038,M,1,"27,52 €",0.1
911789,504708,1159,40,1,"51,99 €",0.2
911790,504709,1273,S,2,"32,69 €",20%
911791,504710,1197,M,1,"14,87 €",0%
911792,504710,1165,l,1,"13,35 €",0.0
911793,504711,1151,37,1,"47,09 €",0.4
911794,504711,1197,s,1,"14,87 €",10%
911795,504711,1252,S,2,"33,85 €",0%
911796,504711,1243,S,1,"42,14 €",0.1
911797,504711,1318,l,1,"40,14 €",50%
911798,504711,1047,S,1,"27,30 €",30%
911799,504711,1211,S,1,"12,54 €",10%
911800,504712,1136,42,1,"73,76 €",0.3
911801,504712,1282,XS,1,"36,05 €",40%
911802,504713,1207,XL,1,"16,71 €",0.1
911803,504714,1342,M,1,"54,22 €",0.0
911804,504714,1299,L,1,"43,49 €",0.0
911805,504715,1222,M,3,"27,70 €",20%
911806,504715,1376,S,1,"26,99 €",40%
911807,504715,1037,XS,1,"41,52 €",0.2
911808,504715,1382,M,1,"30,95 €",0.1
911809,504716,1004,M,1,"45,55 €",0.0
911810,504716,1286,Talla L,1,"28,43 €",0%
911811,504717,1106,37,1,"73,33 €",0.0
911812,504717,1094,42,3,"61,63 €",0.0
911813,504717,1150,36,1,"53,53 €",0.0
911814,504718,1042,L,1,"49,99 €",0.4
911815,504718,1322,L,1,"33,07 €",10%
911816,504718,1254,XL,1,"42,10 €",0.2
911817,504719,1176,M,1,"23,41 €",40%
911818,504719,1182,M,1,"16,74 €",10
911819,504720,1362,XS,1,"26,07 €",0%
911820,504721,1036,l,1,"51,15 €",50
911821,504721,1293,M,1,"37,48 €",30%
911822,504722,1094,41,1,"61,63 €",10
911823,504722,1375,S,1,"22,99 €",20%
911824,504722,1279,s,2,"28,28 €",0.5
911825,504723,1044,L,1,"36,91 €",30%
911826,504723,1035,XL,1,"57,32 €",0%
911827,504724,1066,L,1,"34,07 €",10
911828,504725,1130,40,1,"73,00 €",0%
911829,504725,1043,xs,1,"54,13 €",0.2
911830,504725,1134,39,1,"31,21 €",0%
911831,504726,1042,M,1,"49,99 €",40
911832,504727,1182,S,1,"16,74 €",0%
911833,504728,1042,XL,1,"49,99 €",40%
911834,504728,1255,XS,3,"31,35 €",20%
911835,504728,1359,Talla M,1,"29,93 €",20
911836,504728,1061,XS,1,"46,35 €",40%
911837,504728,1241,M,1,"36,57 €",30
911838,504729,1124,Talla 38,1,"77,92 €",40
911839,504729,1185,L,1,"21,81 €",30
911840,504730,1042,Talla M,1,"49,99 €",40%
911841,504731,1042,XL,1,"49,99 €",0.4
911842,504732,1042,XL,2,"49,99 €",0.4
911843,504732,1277,Talla L,1,"28,10 €",10
911844,504733,1204,S,1,"12,35 €",10
911845,504733,1314,L,1,"42,15 €",10%
911846,504734,1074,XL,1,"27,23 €",20
911847,504734,1285,M,1,"39,82 €",0
911848,504734,1273,M,1,"32,69 €",20%
911849,504734,1004,L,1,"45,55 €",10
911850,504734,1161,M,1,"23,07 €",0
911851,504734,1208,xl,1,"22,70 €",30
911852,504735,1374,M,1,"12,90 €",20
911853,504735,1203,xl,1,"19,01 €",10%
911854,504736,1070,S,1,"27,27 €",40%
911855,504736,1264,S,1,"44,81 €",0.4
911856,504737,1277,M,1,"28,10 €",0.0
911857,504737,1197,S,1,"14,87 €",10%
911858,504737,1226,M,3,"35,69 €",0%
911859,504737,1273,M,2,"32,69 €",0.0
911860,504738,1327,S,1,"77,26 €",0.0
911861,504738,1087,S,1,"49,59 €",40%
911862,504738,1362,M,1,"26,07 €",0.4
911863,504738,1386,S,1,"32,98 €",0.2
911864,504738,1055,L,1,"33,15 €",0.1
911865,504739,1326,Talla XL,1,"67,24 €",0.3
911866,504739,1365,L,2,"27,56 €",0.3
911867,504739,1121,37,1,"72,81 €",10%
911868,504740,1042,S,1,"49,99 €",40
911869,504740,1305,M,2,"32,92 €",40%
911870,504740,1217,XL,2,"12,11 €",0
911871,504740,1314,L,1,"42,15 €",0.1
911872,504741,1281,Talla XS,1,"34,30 €",20
911873,504742,1060,XL,1,"48,04 €",0.3
911874,504742,1287,M,1,"35,59 €",0.2
911875,504742,1144,Talla 38,1,"75,61 €",10
911876,504743,1176,M,2,"23,41 €",20%
911877,504743,1211,l,1,"12,54 €",10%
911878,504743,1341,S,1,"40,01 €",40%
911879,504743,1148,39,1,"36,02 €",20
911880,504743,1060,XS,1,"48,04 €",0.2
911881,504744,1383,M,3,"20,95 €",0.3
911882,504744,1399,S,1,"31,60 €",0.3
911883,504745,1034,M,1,"42,28 €",0.2
911884,504745,1315,XS,1,"32,56 €",10%
911885,504745,1204,L,1,"12,35 €",10
911886,504746,1165,M,1,"13,35 €",0.2
911887,504747,1106,38,2,"73,33 €",0.0
911888,504747,1111,40,1,"59,92 €",0%
911889,504748,1036,M,1,"51,15 €",20%
911890,504749,1168,L,2,"19,82 €",50
911891,504750,1042,L,1,"49,99 €",0.4
911892,504750,1298,xl,1,"30,07 €",20%
911893,504750,1298,L,1,"30,07 €",0.2
911894,504750,1345,m,1,"85,68 €",0.3
911895,504750,1320,M,1,"35,05 €",0%
911896,504751,1206,S,1,"15,68 €",10
911897,504751,1295,l,1,"36,18 €",0.3
911898,504752,1363,L,1,"31,93 €",10%
911899,504752,1038,M,1,"27,52 €",30%
911900,504752,1045,L,1,"57,82 €",20%
911901,504753,1378,M,3,"21,35 €",0.3
911902,504753,1204,L,1,"12,35 €",20%
911903,504754,1288,m,1,"30,24 €",20%
911904,504754,1371,L,1,"33,17 €",0.3
911905,504754,1050,XL,1,"52,78 €",20%
911906,504754,1094,39,1,"61,63 €",0.0
911907,504755,1184,s,1,"14,15 €",0.2
911908,504755,1315,M,1,"32,56 €",10%
911909,504756,1362,l,1,"26,07 €",10%
911910,504756,1070,L,1,"27,27 €",0
911911,504757,1345,M,1,"85,68 €",10%
911912,504757,1374,L,1,"12,90 €",30%
911913,504758,1266,L,1,"33,10 €",40%
911914,504758,1106,38,1,"73,33 €",20
911915,504759,1164,S,2,"18,58 €",0.2
911916,504760,1273,m,1,"32,69 €",40%
911917,504760,1379,S,1,"31,72 €",30%
911918,504760,1343,L,1,"81,92 €",10%
911919,504760,1053,Talla XL,1,"38,51 €",10%
911920,504760,1333,XS,1,"89,35 €",40%
911921,504761,1199,XL,1,"21,22 €",0.2
911922,504761,1038,Talla M,1,"27,52 €",20%
911923,504761,1012,M,1,"40,99 €",20%
911924,504762,1204,Talla XS,1,"12,35 €",20%
911925,504762,1177,S,1,"20,83 €",0.1
911926,504762,1082,M,1,"49,65 €",0.3
911927,504762,1374,Talla S,1,"12,90 €",0.0
911928,504762,1032,XS,1,"29,90 €",30
911929,504763,1220,M,1,"18,87 €",0
911930,504763,1306,L,1,"38,88 €",0%
911931,504763,1204,L,1,"12,35 €",20%
911932,504764,1204,L,1,"12,35 €",0.0
911933,504765,1369,XL,1,"15,16 €",0%
911934,504766,1070,XL,1,"27,27 €",0.3
911935,504766,1007,XS,1,"30,50 €",20%
911936,504766,1131,37,2,"55,67 €",10%
911937,504767,1312,L,2,"35,92 €",0
911938,504767,1346,M,1,"45,31 €",0.0
911939,504768,1054,M,2,"59,30 €",20
911940,504768,1018,XL,2,"45,78 €",0%
911941,504768,1067,M,2,"32,97 €",20
911942,504768,1139,38,1,"49,46 €",0
911943,504768,1345,S,2,"85,68 €",20
911944,504768,1121,36,1,"72,81 €",10
911945,504769,1042,M,1,"49,99 €",0.4
911946,504769,1070,L,2,"27,27 €",0.2
911947,504769,1134,37,2,"31,21 €",20
911948,504770,1267,L,1,"36,41 €",0.1
911949,504770,1363,S,1,"31,93 €",0.2
911950,504771,1068,XL,1,"49,68 €",40%
911951,504771,1028,Talla XL,1,"48,82 €",30%
911952,504771,1198,L,1,"16,38 €",30%
911953,504771,1229,L,1,"38,72 €",30
911954,504772,1362,M,1,"26,07 €",30%
911955,504772,1249,m,1,"34,29 €",30
911956,504772,1298,M,3,"30,07 €",0.2
911957,504773,1313,XL,1,"38,98 €",20%
911958,504773,1006,m,1,"40,90 €",10
911959,504774,1229,Talla S,1,"38,72 €",30%
911960,504774,1204,L,1,"12,35 €",30
911961,504774,1265,M,1,"44,68 €",0%
911962,504774,1224,Talla XS,1,"25,88 €",0.3
911963,504774,1235,XL,1,"34,51 €",0.2
911964,504774,1187,S,1,"17,31 €",0%
911965,504775,1042,M,1,"49,99 €",0.4
911966,504775,1274,M,1,"39,02 €",0.2
911967,504776,1229,M,1,"38,72 €",50%
911968,504777,1358,L,2,"26,83 €",0.2
911969,504777,1172,XS,2,"18,98 €",0.1
911970,504777,1322,L,2,"33,07 €",10%
911971,504778,1204,L,1,"12,35 €",0.0
911972,504779,1358,XL,1,"26,83 €",20%
911973,504779,1237,S,1,"35,53 €",0.3
911974,504779,1027,S,1,"34,91 €",0.2
911975,504780,1053,XL,1,"38,51 €",0%
911976,504781,1346,Talla S,1,"45,31 €",20%
911977,504781,1046,S,1,"42,24 €",30%
911978,504781,1280,L,1,"29,54 €",10%
911979,504782,1357,M,1,"16,44 €",0%
911980,504782,1094,39,1,"61,63 €",0.0
911981,504783,1096,37,1,"53,68 €",50%
911982,504783,1185,s,1,"21,81 €",10%
911983,504784,1317,M,1,"27,13 €",0
911984,504784,1198,M,1,"16,38 €",0%
911985,504785,1345,m,1,"85,68 €",0.4
911986,504786,1305,L,1,"32,92 €",0.0
911987,504787,1315,XS,3,"32,56 €",0.3
911988,504788,1309,M,1,"29,96 €",20
911989,504788,1257,l,1,"41,13 €",20%
911990,504789,1180,L,2,"17,79 €",0.4
911991,504790,1053,XL,1,"38,51 €",0.1
911992,504790,1233,XS,1,"30,63 €",20%
911993,504790,1115,40,1,"64,90 €",30%
911994,504791,1121,40,1,"72,81 €",10
911995,504791,1241,M,1,"36,57 €",0.1
911996,504791,1027,M,1,"34,91 €",0.2
911997,504792,1253,M,1,"42,45 €",0.2
911998,504792,1189,S,1,"16,40 €",40%
911999,504793,1359,L,1,"29,93 €",10
912000,504793,1317,m,1,"27,13 €",30
912001,504793,1230,Talla XL,2,"25,06 €",40%
912002,504794,1256,M,1,"30,08 €",10%
912003,504795,1301,M,1,"46,93 €",0%
912004,504796,1359,M,1,"29,93 €",0.1
912005,504796,1070,XS,1,"27,27 €",10%
912006,504797,1192,M,1,"13,33 €",20
912007,504797,1243,s,1,"42,14 €",0.2
912008,504797,1357,XS,1,"16,44 €",40
912009,504797,1202,S,1,"20,61 €",10%
912010,504798,1042,m,1,"49,99 €",40%
912011,504798,1153,41,1,"46,79 €",0.4
912012,504799,1398,M,1,"25,22 €",0.1
912013,504800,1140,41,2,"39,31 €",0.2
912014,504801,1042,XS,1,"49,99 €",40
912015,504802,1106,39,1,"73,33 €",0.1
912016,504803,1225,XS,1,"39,08 €",50%
912017,504803,1330,S,3,"48,41 €",0.4
912018,504804,1285,M,1,"39,82 €",0.3
912019,504805,1042,S,1,"49,99 €",0.4
912020,504806,1056,XL,1,"39,14 €",0
912021,504807,1252,S,1,"33,85 €",30
912022,504808,1074,M,1,"27,23 €",20%
912023,504808,1286,L,1,"28,43 €",0.2
912024,504809,1042,XL,1,"49,99 €",40%
912025,504809,1368,XS,1,"20,18 €",10%
912026,504810,1298,M,1,"30,07 €",0.4
912027,504811,1391,m,1,"13,83 €",30%
912028,504811,1122,Talla 36,1,"63,66 €",0.1
912029,504811,1254,L,1,"42,10 €",40%
912030,504812,1106,38,2,"73,33 €",0
912031,504812,1063,l,2,"41,19 €",30%
912032,504812,1021,M,1,"43,85 €",30
912033,504812,1266,XL,1,"33,10 €",0.3
912034,504812,1361,Talla XL,1,"14,66 €",30%
912035,504812,1114,38,1,"41,35 €",0.3
912036,504813,1080,S,1,"34,78 €",0.0
912037,504813,1019,M,3,"38,48 €",0.0
912038,504813,1312,XS,1,"35,92 €",0
912039,504814,1377,S,3,"31,22 €",0.0
912040,504814,1070,l,3,"27,27 €",0%
912041,504814,1362,XL,2,"26,07 €",0
912042,504814,1244,L,1,"26,77 €",0.0
912043,504814,1290,l,1,"23,54 €",0%
912044,504814,1381,S,1,"34,45 €",0.0
912045,504815,1286,L,1,"28,43 €",0.1
912046,504816,1211,XS,1,"12,54 €",20%
912047,504816,1266,m,1,"33,10 €",40
912048,504817,1120,39,1,"65,76 €",30%
912049,504817,1220,M,1,"18,87 €",20
912050,504818,1104,37,1,"51,58 €",10%
912051,504818,1242,L,1,"38,06 €",20%
912052,504818,1123,37,1,"77,67 €",30%
912053,504819,1111,38,1,"59,92 €",10%
912054,504819,1394,l,1,"26,56 €",40%
912055,504820,1042,s,1,"49,99 €",0.4
912056,504820,1117,38,1,"49,56 €",0.2
912057,504820,1293,L,1,"37,48 €",0.0
912058,504820,1009,L,1,"25,67 €",40%
912059,504821,1122,41,1,"63,66 €",0.1
912060,504822,1105,40,1,"77,31 €",30
912061,504822,1219,S,1,"17,73 €",30%
