cliente_id,fecha_registro,ciudad,genero,edad
1931,2020-07-19,A CORUÑA,Masculino,26
4494,2022-02-14,Madrid,Femenino,31
2787,2023-05-26,Barcelona,Femenino,38
3168,2019-05-21,Madrid,F,55
668,2018-01-25,Sevilla,M,42
1114,2022-02-23,Barcelona,M,35
1159,2023-03-01,Barcelona,f,21
2901,2020-12-15,VALENCIA,Masculino,22
4229,2021-05-25,Barcelona,Masculino,44
2932,2018-11-20,Barcelona,M,55
827,2019-08-04,Valencia,M,20
1081,2023-08-11,lisboa,F,48
3145,2024-03-19,Oporto,f,38
1642,2021-12-29,sevilla,Femenino,21
2244,2022-06-08,SEVILLA,Femenino,61
3142,2019-03-12,Barcelona,M,18
2938,2022-08-17,Bilbao,M,47
4759,2018-06-16,Barcelona,F,40
1908,,madrid,M,54
2600,2023-07-04,barcelona,F,25
1506,2018-09-20,Barcelona,f,42
1042,2021-02-16,Madrid,Femenino,23
201,2023-05-06,Valencia,F,43
1954,2021-12-25,Valencia,F,27
4294,2022-06-26,Bilbao,m,25
4870,2024-04-24,BARCELONA,M,27
2640,2022-09-18,Lisboa,m,28
2755,2024-02-07,Barcelona,M,27
187,2019-06-24,Málaga,M,39
33,,Barcelona,M,47
1154,2019-05-05,barcelona,M,41
4357,2018-11-01,Sevilla,M,53
3599,2019-08-04,MADRID,Femenino,26
734,2021-11-12,Barcelona,F,60
3437,2018-09-11,Lisboa,Femenino,35
127,2020-10-28,Zaragoza,F,38
1435,2021-09-23,Zaragoza,Femenino,26
611,2020-12-25,Barcelona,Femenino,32
3167,2018-09-07,Sevilla,M,25
4220,2022-10-05,valencia,M,48
4724,2023-02-23,SEVILLA,f,46
135,2018-01-27,Málaga,M,47
2906,2019-06-12,Sevilla,F,35
2673,2018-12-06,Barcelona,M,24
541,2022-08-13,Sevilla,F,55
1979,2019-09-11,MADRID,F,43
1252,2022-11-23,Barcelona,M,33
3929,2021-09-14,A Coruña,M,70
4783,2021-10-03,bilbao,M,31
408,2023-06-11,Zaragoza,F,45
2648,2021-03-29,Málaga,F,50
4354,2023-02-17,Barcelona,Masculino,39
4813,2019-08-18,MADRID,f,33
3905,2019-08-18,Lisboa,M,40
3628,2021-02-07,Barcelona,M,43
2559,2021-11-28,BARCELONA,F,23
2875,2022-05-12,Sevilla,m,33
2002,2022-10-22,Barcelona,M,25
4904,2023-10-13,VALENCIA,Femenino,66
2053,2022-03-26,MADRID,F,35
4240,2021-08-01,Barcelona,Masculino,35
3218,2023-06-18,Bilbao,M,31
2614,2020-01-15,sevilla,M,29
974,2019-07-02,oporto,M,31
3075,2023-08-05,Madrid,f,26
484,,Barcelona,F,30
1535,2023-01-03,barcelona,Masculino,55
4641,2020-09-26,Lisboa,f,66
1208,2022-10-27,Valencia,M,27
3048,2019-06-20,málaga,m,37
791,2019-06-03,Málaga,M,42
4943,2021-09-04,Madrid,F,30
493,2023-05-17,MADRID,Femenino,38
3375,2021-08-12,A Coruña,f,41
334,2019-06-18,MADRID,m,32
4191,2020-10-20,Madrid,Femenino,39
4558,2020-05-15,Barcelona,F,59
990,2020-02-22,BARCELONA,M,29
70,2023-09-23,a coruña,F,33
3585,2021-02-17,zaragoza,Femenino,32
2232,2023-10-06,Malaga,Masculino,48
1134,,madrid,Femenino,29
41,2024-02-01,MADRID,M,37
1842,2021-05-12,madrid,F,34
1322,2022-08-29,Oporto,F,27
265,2019-05-19,Madrid,M,43
4578,2018-05-10,Madrid,M,54
2267,,Malaga,F,16
2099,2019-09-05,madrid,F,16
2958,2023-06-29,Madrid,Femenino,39
3289,2024-03-10,Madrid,F,21
144,2019-07-27,Valencia,Femenino,31
1254,2018-11-02,Madrid,Masculino,36
2723,2020-09-28,MADRID,Femenino,27
4758,2020-01-15,ZARAGOZA,f,16
3323,2020-07-01,Lisboa,M,46
2981,2020-05-10,Barcelona,M,29
2261,2019-03-02,A Coruña,m,65
1360,2020-10-04,málaga,f,31
278,2023-11-30,Sevilla,Masculino,42
3713,2020-04-18,Valencia,F,35
253,,Barcelona,M,54
60,2020-06-08,Barcelona,M,60
1002,2022-04-18,VALENCIA,M,34
1195,2023-01-25,Barcelona,F,57
3030,2018-11-06,BARCELONA,Masculino,39
3968,2022-01-23,málaga,Femenino,30
2791,2022-01-24,Barcelona,F,20
558,2021-03-13,Barcelona,m,29
977,2023-11-03,Sevilla,M,20
2277,2020-08-01,Valencia,Femenino,31
4057,2020-09-11,Valencia,f,32
2691,2023-02-22,Valencia,Masculino,33
2967,2019-11-11,Madrid,Femenino,44
4752,2022-10-30,Barcelona,F,24
503,2024-06-03,Madrid,Femenino,38
3079,2022-05-13,ZARAGOZA,F,35
2487,2020-11-08,Madrid,F,50
2286,2021-10-30,Barcelona,M,28
3696,2022-04-21,Zaragoza,Masculino,31
4561,2021-11-06,Málaga,F,29
1983,2024-02-06,Barcelona,F,54
3786,2018-08-25,madrid,M,33
4359,2020-07-14,barcelona,F,34
3646,2018-07-17,Bilbao,Femenino,17
992,2019-07-22,Lisboa,M,26
3430,2018-02-17,valencia,M,37
2128,2022-08-22,barcelona,Masculino,54
2304,2018-08-05,Oporto,M,21
11,2019-11-19,A Coruña,M,61
1881,2023-01-12,a coruña,M,47
4647,,Barcelona,M,34
4662,2018-05-22,Barcelona,F,49
2498,2020-11-08,Madrid,Femenino,23
4694,2020-09-11,Barcelona,F,20
1185,2024-02-19,Madrid,M,16
1947,2023-05-24,Madrid,F,53
4509,2019-02-13,valencia,F,18
149,2022-12-29,Bilbao,m,33
2748,2023-12-01,Valencia,Femenino,55
509,2021-12-14,madrid,F,37
3746,2023-05-07,Madrid,Masculino,22
105,2021-12-02,madrid,m,39
1137,2023-08-29,Valencia,F,31
4199,2020-11-05,Lisboa,f,17
2654,2020-07-06,a coruña,Femenino,31
4688,2018-11-14,Sevilla,f,38
4935,2019-08-15,Barcelona,m,25
1529,2023-05-24,Sevilla,Femenino,27
4628,2021-06-29,BILBAO,M,43
3432,2019-06-03,SEVILLA,F,42
3637,2020-01-30,barcelona,F,36
594,2018-10-10,A Coruña,F,27
4734,2021-08-20,valencia,f,49
414,2021-06-08,Barcelona,Femenino,31
3042,2020-09-12,Madrid,Masculino,32
487,2022-08-01,Barcelona,M,43
2103,2024-03-27,Bilbao,Femenino,43
2741,2020-02-01,Madrid,Femenino,38
428,2019-12-25,Madrid,F,45
2426,2020-09-23,zaragoza,m,45
4098,2022-11-06,lisboa,Masculino,29
863,2021-11-30,Madrid,m,46
3232,2020-04-04,Málaga,m,65
2974,2018-07-03,Bilbao,Femenino,27
4787,2021-07-07,Madrid,F,54
1802,2022-04-06,Oporto,F,40
2514,2022-12-04,Madrid,f,31
4290,,Barcelona,F,38
3695,2023-01-19,Madrid,Femenino,25
1646,2019-02-15,BARCELONA,Femenino,41
727,2024-02-19,MADRID,F,39
3640,2020-01-02,Oporto,F,17
563,2022-04-21,SEVILLA,Femenino,24
4800,2018-08-12,Bilbao,Femenino,36
25,2021-04-26,Barcelona,Femenino,42
3556,2020-12-03,Bilbao,m,37
1267,2020-01-30,valencia,F,30
3189,2023-08-15,A Coruña,Femenino,35
4847,2024-01-09,Madrid,F,28
1869,2024-06-04,madrid,m,-5
2057,2018-03-18,sevilla,m,19
303,2022-05-26,Valencia,F,28
4485,2023-03-17,A CORUÑA,Femenino,21
252,2019-11-04,Lisboa,Femenino,32
4885,2024-02-24,bilbao,Femenino,41
1356,2022-04-25,Madrid,f,33
1192,2022-02-27,barcelona,Femenino,32
1820,2021-09-25,Zaragoza,f,27
3982,2021-08-03,Barcelona,M,36
3454,2024-01-13,Oporto,F,23
2049,2021-01-01,madrid,M,42
4808,,LISBOA,M,16
559,2020-12-16,Valencia,M,50
2242,2023-07-28,Barcelona,Femenino,48
1293,2020-10-18,bilbao,f,47
2509,2022-11-23,A Coruña,M,33
2250,2019-03-26,Bilbao,Femenino,41
1769,2023-01-11,Barcelona,F,39
3655,2022-11-05,BARCELONA,M,41
373,2019-10-02,VALENCIA,F,29
3443,2018-09-07,Madrid,M,40
2973,2019-09-24,BARCELONA,F,22
2070,2018-10-09,Madrid,Femenino,55
2031,2023-06-13,Valencia,F,29
1461,2020-09-22,Barcelona,F,41
3798,2018-08-28,Barcelona,F,44
3216,2024-01-02,MÁLAGA,m,34
4075,2022-01-01,Sevilla,F,25
4857,2020-03-15,valencia,Masculino,42
3155,2019-12-09,barcelona,F,55
2284,2018-03-23,Zaragoza,M,36
1554,2021-04-29,madrid,m,29
1665,2022-03-26,Barcelona,M,47
1600,2018-05-19,Madrid,M,61
1095,2021-10-23,Madrid,M,50
1367,2020-02-18,Barcelona,M,36
3986,2023-06-18,Lisboa,Femenino,34
1626,2020-02-03,Valencia,F,41
451,2020-08-24,MÁLAGA,M,25
1323,2023-07-22,Málaga,M,40
435,2022-01-28,Barcelona,M,52
1822,2018-08-05,Sevilla,Masculino,50
550,2023-04-30,Madrid,F,24
4451,2021-10-14,zaragoza,m,28
3134,2022-01-17,Barcelona,M,36
2497,2018-08-02,Barcelona,Masculino,23
4832,2018-02-12,sevilla,Femenino,21
4304,2019-04-09,Madrid,M,31
1658,2021-04-20,madrid,M,53
1147,2023-08-11,Madrid,F,42
779,2020-11-30,Barcelona,M,36
4107,2023-01-07,Barcelona,M,33
2598,2023-02-04,Sevilla,f,39
3267,2023-12-03,Sevilla,f,37
36,2018-11-14,Valencia,f,41
2574,2022-04-26,Sevilla,F,16
1963,2020-07-14,Malaga,M,42
300,2020-08-10,Madrid,M,16
627,2022-04-21,Oporto,Femenino,53
1507,2022-12-12,Málaga,M,33
2148,2023-10-07,Malaga,Masculino,59
4541,2022-10-02,Málaga,Masculino,32
3427,2023-01-12,zaragoza,F,30
175,2023-09-13,Madrid,F,50
784,2020-03-07,Madrid,F,31
1148,2024-05-14,Valencia,Masculino,29
2331,2018-07-17,barcelona,M,30
3401,2022-04-20,Sevilla,m,37
4162,2023-12-05,Madrid,M,53
633,2018-03-03,Málaga,f,53
937,2020-09-03,A CORUÑA,M,38
1847,2018-12-09,oporto,m,31
683,2019-09-07,bilbao,F,16
4011,2023-11-15,Madrid,m,23
1090,2019-08-19,Madrid,Masculino,61
1888,2023-02-08,Barcelona,F,39
3188,2019-10-11,Madrid,M,26
3937,2022-08-08,Valencia,F,26
1080,2020-07-10,Zaragoza,Masculino,54
4733,,Madrid,Masculino,35
4686,2019-03-03,Zaragoza,Masculino,28
2531,2021-10-15,Madrid,M,33
3875,2018-02-16,Zaragoza,Masculino,61
2853,2022-03-17,Lisboa,M,29
538,2018-11-10,madrid,M,26
203,2021-10-10,Lisboa,f,51
2835,2020-12-27,madrid,M,46
4495,2018-08-24,Barcelona,F,24
209,2022-11-21,Barcelona,f,39
508,2023-01-12,Madrid,m,46
4702,2020-12-30,BARCELONA,f,26
884,2023-05-20,Malaga,F,44
3275,2024-05-04,Barcelona,M,16
940,2020-09-14,Lisboa,Masculino,36
3837,2019-11-16,Malaga,Masculino,54
1729,2023-08-12,Barcelona,F,46
2838,2023-04-24,A CORUÑA,F,29
2517,2024-05-01,zaragoza,M,31
1764,2021-07-24,Valencia,M,49
4739,2022-05-14,Barcelona,M,41
134,2021-06-29,BARCELONA,m,39
3099,2024-01-30,Barcelona,f,26
237,2022-06-24,Barcelona,m,31
3923,,Málaga,M,18
2794,2023-12-07,barcelona,f,36
2474,2022-03-18,Madrid,M,52
1014,2022-02-25,Sevilla,F,17
4551,2021-01-20,BILBAO,M,32
1215,2022-05-29,Barcelona,M,25
95,2022-11-27,Valencia,Masculino,37
3420,2019-01-08,Madrid,M,28
185,2018-02-18,Malaga,M,42
4048,2022-12-08,OPORTO,f,44
4925,2018-09-14,OPORTO,F,44
3346,2020-12-26,MADRID,Masculino,37
197,2021-08-29,Sevilla,f,48
1912,2022-12-26,Madrid,F,48
2910,2018-10-31,bilbao,M,39
1804,2021-03-21,Madrid,m,26
3002,2018-08-04,VALENCIA,F,48
4102,2021-03-01,Malaga,M,39
212,2022-09-14,Valencia,f,21
973,2023-09-20,Lisboa,f,24
4080,2021-01-14,lisboa,M,30
1528,2020-07-05,Madrid,M,28
1164,2022-11-09,Madrid,M,34
3336,2020-07-28,Bilbao,m,48
3879,2022-04-02,Oporto,M,51
4792,2018-09-21,Madrid,m,43
3301,2018-02-04,Barcelona,Femenino,20
926,2019-07-25,barcelona,M,45
2660,2022-12-29,Barcelona,Masculino,37
1550,2022-11-29,Sevilla,Femenino,25
998,2021-06-20,Lisboa,F,49
1107,2021-03-26,A Coruña,M,49
3894,2021-11-02,Madrid,M,49
2556,2018-11-03,Bilbao,Masculino,38
2299,2019-09-06,Barcelona,F,49
4402,2020-08-27,Lisboa,f,46
4499,2018-03-30,ZARAGOZA,Masculino,54
4078,2022-08-05,barcelona,m,34
3804,2020-08-18,Zaragoza,F,54
271,2021-09-05,BARCELONA,F,25
1797,2018-11-13,Barcelona,F,35
1548,2023-03-13,Bilbao,F,38
3407,2018-08-09,Madrid,M,48
4550,2023-12-13,Barcelona,M,42
3590,2018-09-03,Barcelona,M,44
2137,2018-09-24,Zaragoza,m,26
1307,2021-10-11,Bilbao,Femenino,29
2811,2023-03-29,Bilbao,M,33
869,2022-03-03,MADRID,F,29
2454,2019-01-15,Madrid,m,33
1784,2018-11-09,A Coruña,F,22
3097,2024-02-29,MADRID,Masculino,34
3677,2019-02-19,bilbao,Femenino,34
167,2024-03-08,A CORUÑA,f,35
4670,,Madrid,F,34
2571,2019-06-23,barcelona,M,62
640,2022-06-07,Oporto,F,57
3734,2021-10-20,Bilbao,F,56
4714,2024-06-17,Bilbao,F,52
64,2018-04-04,lisboa,M,35
562,2021-01-10,Barcelona,m,33
3857,2023-06-10,zaragoza,M,51
4401,2018-08-16,Valencia,M,27
1899,2019-06-26,Bilbao,f,24
3065,2019-01-15,MADRID,F,34
4149,2020-01-07,Madrid,M,32
4194,2022-04-30,Oporto,m,45
340,2022-03-21,zaragoza,Masculino,35
872,2022-05-22,lisboa,F,24
92,2018-04-29,Madrid,f,39
1396,2024-06-14,Madrid,M,34
3160,2019-06-13,Barcelona,M,44
3000,2019-07-17,Oporto,F,31
4559,2018-09-29,Barcelona,M,47
3157,2020-04-17,barcelona,f,33
1595,2023-03-26,Madrid,M,39
969,2020-02-09,A Coruña,F,24
652,2021-12-09,BILBAO,Femenino,27
4066,2024-06-08,SEVILLA,Femenino,43
512,2024-01-15,Madrid,M,49
4132,2021-01-14,BARCELONA,f,25
1688,2019-04-19,Sevilla,Masculino,31
2817,2019-04-17,VALENCIA,M,46
4463,2020-08-30,Madrid,M,41
2187,2018-01-29,A Coruña,M,41
1978,2023-02-27,barcelona,M,18
333,2020-04-06,Madrid,F,46
297,2024-03-11,Madrid,m,47
4963,2021-10-18,sevilla,Masculino,21
518,2022-10-23,Sevilla,m,55
337,,Madrid,Masculino,16
243,2023-07-21,Madrid,F,53
1492,2021-03-24,lisboa,M,52
3102,2018-10-22,Madrid,f,17
361,2023-04-14,Valencia,Masculino,48
2876,2019-01-19,Zaragoza,M,34
2046,2018-04-23,VALENCIA,M,30
4961,2021-06-15,SEVILLA,M,38
2169,2018-02-23,Madrid,Femenino,38
581,2023-06-09,Barcelona,m,43
1246,2023-06-26,Valencia,F,26
1541,2021-07-13,barcelona,M,16
586,2020-11-17,Barcelona,M,23
2689,2020-11-04,Oporto,M,21
749,2022-12-09,BARCELONA,f,16
2472,2018-01-22,zaragoza,M,43
439,2022-05-11,málaga,Masculino,35
1942,2021-04-20,Oporto,f,32
4419,2023-01-08,Barcelona,m,35
745,2021-12-15,Madrid,f,36
2887,2018-02-14,Barcelona,F,46
3528,2021-08-22,barcelona,Femenino,35
4611,2018-12-01,Barcelona,F,35
620,2022-02-06,Sevilla,m,40
1088,2023-06-15,Barcelona,M,38
1839,2021-02-10,Barcelona,f,30
2862,2023-07-09,Madrid,M,40
805,2021-04-26,Barcelona,Femenino,42
3012,2021-02-05,Madrid,m,46
2155,2020-09-01,Málaga,Femenino,34
1322,2022-08-29,Bilbao,F,38
1174,2019-05-11,Valencia,Femenino,51
815,2021-09-23,Zaragoza,f,55
4185,2018-02-04,MADRID,F,71
3811,2019-12-11,Madrid,f,40
1986,2018-09-25,LISBOA,f,34
707,2019-11-16,Barcelona,Femenino,50
4389,2024-05-20,barcelona,M,66
2387,2023-10-05,LISBOA,M,30
646,2023-12-28,Valencia,Masculino,31
1593,2018-09-20,Madrid,Masculino,45
1841,2022-11-07,Valencia,Masculino,30
3479,2022-07-04,Sevilla,M,56
3276,,A CORUÑA,F,40
2011,2021-10-20,Sevilla,f,61
1569,2020-11-09,Bilbao,m,59
4830,2021-09-30,Madrid,Femenino,51
4778,2023-09-23,Valencia,m,23
3529,2021-11-12,Madrid,f,16
1521,2024-04-05,Madrid,Femenino,33
325,2018-07-22,Madrid,f,16
3449,2018-05-16,Zaragoza,M,60
2593,2019-06-03,zaragoza,Femenino,34
1937,2020-08-06,Madrid,M,29
909,2018-09-02,sevilla,F,30
4311,2020-09-16,Sevilla,Masculino,24
4397,2020-11-26,Madrid,f,35
1149,2024-02-26,Málaga,Masculino,53
102,2022-08-05,Málaga,M,23
241,2023-02-07,madrid,m,43
3390,2018-09-02,madrid,F,51
3319,2018-06-20,Madrid,Femenino,36
2065,2019-03-09,Zaragoza,F,24
1669,2023-10-11,BARCELONA,f,21
3608,2018-12-23,Malaga,F,16
2628,2020-04-27,Barcelona,F,31
3254,2021-10-01,Madrid,m,16
4909,2020-07-21,Barcelona,m,31
3749,2023-10-13,Valencia,m,60
27,2023-03-29,Valencia,Femenino,50
1171,2022-05-26,Valencia,M,41
1162,2023-02-04,VALENCIA,Femenino,41
4908,2022-10-31,barcelona,F,16
1387,2024-03-09,BILBAO,M,24
4218,2024-03-29,Sevilla,Femenino,42
3206,2023-07-15,Málaga,m,31
2880,2023-11-10,VALENCIA,M,20
3524,2023-03-31,Madrid,M,23
2878,2024-01-19,Barcelona,Femenino,39
3860,2021-05-05,madrid,F,24
3778,2023-01-27,madrid,M,43
314,,Madrid,Femenino,33
1103,2019-03-31,OPORTO,F,40
3887,2020-01-12,Lisboa,F,20
2499,2018-04-28,Malaga,M,62
1380,2020-10-20,bilbao,M,35
1761,2018-06-26,MÁLAGA,F,16
4441,2020-02-08,Valencia,M,31
1687,2023-12-03,Madrid,M,34
1723,2021-07-03,madrid,Masculino,37
3031,2021-12-05,Madrid,M,37
2761,2020-10-28,valencia,F,31
2839,2024-05-01,valencia,Femenino,36
711,2024-01-01,Valencia,F,30
480,2024-03-20,barcelona,Masculino,51
478,2019-09-14,Barcelona,F,41
2058,2020-10-26,bilbao,M,53
2270,2018-12-07,BARCELONA,m,55
1570,2023-05-16,madrid,m,44
2438,2024-04-01,sevilla,m,31
4480,2020-01-01,Madrid,Masculino,33
2027,2020-10-09,Madrid,m,38
3408,2018-08-23,Madrid,F,22
4544,2020-08-23,Valencia,m,62
1320,2023-04-11,A Coruña,M,56
4260,2021-05-19,Valencia,Femenino,47
3526,2020-06-15,Madrid,M,36
720,2023-10-31,Madrid,Masculino,21
352,2022-05-08,Sevilla,F,35
2094,2022-09-14,MADRID,Masculino,48
3639,2023-12-24,A Coruña,M,52
1691,2021-07-04,Valencia,f,57
1861,2022-04-03,Valencia,F,55
1676,2018-11-21,Madrid,M,29
3247,2024-04-22,Madrid,M,29
1695,2018-04-17,Valencia,M,48
823,2018-10-17,A Coruña,f,47
2736,2020-03-10,VALENCIA,Femenino,38
669,2021-06-04,Barcelona,M,24
3973,2019-09-20,Madrid,M,45
473,2021-09-05,Sevilla,F,17
1250,2018-08-13,Bilbao,M,54
864,2018-02-19,Madrid,F,43
2240,2023-01-29,Barcelona,M,16
1244,2022-06-15,A Coruña,M,39
2976,2022-03-06,Zaragoza,F,32
3399,2022-12-22,Lisboa,M,41
1724,2022-02-24,Madrid,Femenino,54
1010,2020-08-23,A Coruña,F,29
2020,2021-03-01,Barcelona,M,42
2944,2020-11-09,Madrid,Femenino,29
3671,2021-05-20,Barcelona,M,30
2054,2020-05-22,Barcelona,F,51
1104,2024-04-03,zaragoza,M,56
4828,2024-04-07,Madrid,Femenino,30
1864,2018-01-01,málaga,M,54
642,2022-04-24,Barcelona,m,46
2946,2018-09-27,madrid,Masculino,20
2234,2019-03-23,Barcelona,M,39
3821,2018-12-12,Lisboa,F,45
845,2020-05-18,A CORUÑA,Masculino,51
1824,2021-06-11,Lisboa,F,27
4508,2020-10-23,madrid,F,45
2369,2022-10-24,Madrid,Femenino,34
2083,2021-02-01,sevilla,f,47
1904,2021-04-20,Madrid,f,39
1757,2018-05-15,Barcelona,m,49
731,2018-04-14,madrid,M,31
579,2021-08-11,Barcelona,F,60
4572,2019-01-13,A Coruña,Masculino,49
889,2019-07-23,Barcelona,Femenino,44
246,2019-04-08,Barcelona,F,51
1298,2020-06-06,bilbao,Femenino,45
1301,2021-10-06,madrid,Femenino,33
3088,2020-01-16,Oporto,f,48
773,2024-02-22,Lisboa,M,55
4730,2024-02-26,Barcelona,F,56
94,2021-07-21,Madrid,F,36
2521,2021-03-20,Madrid,F,16
932,2022-02-10,BARCELONA,F,26
4512,2020-01-09,Lisboa,F,43
2121,2021-11-20,Madrid,M,34
1701,2020-01-26,madrid,M,38
3364,2019-03-26,MADRID,M,44
2537,2021-03-03,Barcelona,F,33
3016,2023-10-24,Málaga,M,21
4158,2019-11-29,OPORTO,Femenino,48
2201,2020-06-30,Oporto,m,32
492,2020-08-24,Madrid,F,56
13,2018-02-14,barcelona,F,42
1447,2024-03-13,barcelona,M,16
3153,2020-07-30,Madrid,m,28
288,2021-08-06,madrid,F,24
289,2021-08-05,Madrid,F,29
29,2021-12-27,LISBOA,Masculino,53
3128,2019-05-13,Málaga,m,49
3062,2018-01-04,Madrid,F,31
2,2019-11-20,Madrid,M,31
1093,2021-10-09,lisboa,M,44
1242,2020-09-05,Madrid,M,38
2885,2019-01-08,Madrid,m,42
2188,2023-01-13,Madrid,F,41
4914,2022-06-22,Zaragoza,M,22
1108,2023-01-18,Madrid,Femenino,39
463,2022-03-12,LISBOA,M,36
3250,2019-10-25,Barcelona,Masculino,36
3525,2021-06-22,Lisboa,Masculino,62
3983,2024-01-06,Barcelona,f,62
1116,2020-03-19,MADRID,M,27
2990,2024-05-27,Barcelona,Femenino,51
306,2020-08-04,BARCELONA,f,25
1414,2021-10-31,A Coruña,f,27
3393,2019-08-13,madrid,Masculino,40
3187,2024-05-15,Barcelona,M,43
2965,2018-12-06,Barcelona,m,47
3325,2022-12-04,BARCELONA,F,16
23,2023-02-15,Barcelona,M,51
3316,2019-01-08,Zaragoza,M,42
9,2018-05-02,A Coruña,Femenino,44
3799,2021-01-07,Barcelona,F,17
1568,2021-05-15,Madrid,F,51
1277,2021-05-26,A Coruña,Femenino,59
1345,2019-04-24,Valencia,Femenino,31
2540,2024-04-19,Barcelona,M,52
2631,2023-12-19,zaragoza,M,54
2670,2020-05-14,Valencia,Masculino,39
1213,2019-10-04,madrid,m,50
924,2022-03-26,Sevilla,M,29
437,2018-09-06,SEVILLA,Masculino,43
4200,2019-07-30,barcelona,f,47
4391,2023-01-14,Madrid,m,16
3928,2021-08-15,Barcelona,F,34
2534,2023-09-29,Zaragoza,Masculino,44
3040,2019-08-20,Madrid,Femenino,28
674,2023-01-29,Madrid,Femenino,26
4912,2024-03-24,Barcelona,Masculino,16
284,2018-09-24,Bilbao,F,35
2977,2022-10-27,Bilbao,Femenino,41
85,2018-03-01,Barcelona,F,47
4478,2023-04-30,madrid,Femenino,44
2809,2020-09-21,Barcelona,M,29
2064,2019-10-15,Sevilla,f,72
4164,2022-01-08,Barcelona,m,41
412,2020-09-13,madrid,M,39
2135,2018-06-29,Madrid,F,47
1960,2021-10-14,SEVILLA,F,46
3197,2023-09-23,Madrid,Femenino,19
1582,2020-04-04,Barcelona,M,29
3612,2023-03-16,zaragoza,Masculino,16
3378,2020-10-25,barcelona,M,38
4414,2020-04-15,Barcelona,F,31
1656,2022-11-13,Barcelona,f,34
3948,2022-04-10,Madrid,M,34
4423,2022-06-27,valencia,F,55
16,2020-12-09,Barcelona,Masculino,43
1469,2023-03-03,Bilbao,f,60
4960,2018-04-17,Barcelona,M,59
2364,2020-10-03,Madrid,M,16
1156,2022-12-08,Oporto,Femenino,26
4448,2019-02-17,BARCELONA,F,51
916,2023-12-02,Madrid,F,33
3624,2018-05-30,MADRID,Femenino,56
3384,2024-01-12,barcelona,f,30
995,2022-11-22,VALENCIA,Femenino,21
678,2019-04-02,barcelona,M,51
3026,2021-04-27,A CORUÑA,F,43
3010,2020-09-21,Madrid,M,33
1064,2024-03-12,Zaragoza,F,16
1487,2022-09-06,a coruña,f,26
1406,2023-01-02,Madrid,f,41
3653,2020-11-22,Barcelona,F,36
153,2020-12-14,Madrid,F,36
1639,2020-02-04,sevilla,M,49
4400,2019-11-13,Madrid,Masculino,24
789,2022-01-01,Barcelona,f,40
4953,2023-03-22,Valencia,M,64
1158,2021-01-31,madrid,F,16
547,2022-12-26,Barcelona,M,43
2278,2019-04-27,OPORTO,F,30
1240,2019-04-04,Zaragoza,F,51
3314,2021-12-13,Barcelona,Femenino,19
1270,2020-07-05,Madrid,F,44
2390,2024-05-07,Barcelona,Femenino,58
4029,2023-10-09,Valencia,M,34
2149,2019-04-13,Madrid,M,16
3500,2023-10-01,BARCELONA,F,44
2854,2022-03-25,SEVILLA,M,37
365,2018-10-18,Madrid,F,41
2850,2024-05-16,zaragoza,m,34
3052,2018-09-14,Barcelona,F,37
2895,2022-09-24,MADRID,f,40
3285,2019-02-04,Sevilla,m,51
636,2019-07-12,Madrid,m,16
4084,2023-01-28,BARCELONA,Masculino,27
637,2024-01-11,Barcelona,Masculino,27
151,2021-11-08,BARCELONA,F,24
2157,2023-12-01,madrid,F,52
1354,2022-05-15,Valencia,M,16
4111,2019-12-21,Valencia,F,22
416,2019-11-21,MÁLAGA,F,46
1168,2019-02-14,Sevilla,Masculino,31
4513,2022-06-24,lisboa,M,51
3802,2023-01-31,Lisboa,m,44
3419,2021-08-19,Málaga,M,28
4007,2021-06-14,zaragoza,F,34
1374,2021-05-27,Madrid,Masculino,42
2336,2018-03-20,Madrid,M,28
366,2021-12-13,madrid,Masculino,23
2437,2019-12-31,Sevilla,f,16
780,2018-07-19,Barcelona,Femenino,41
574,2019-12-18,MADRID,f,36
1497,2018-03-22,A Coruña,Masculino,44
1726,2021-06-25,Valencia,f,43
4275,2018-06-13,Barcelona,m,39
45,,Madrid,M,38
3663,2021-05-31,Madrid,Femenino,37
28,2018-04-01,SEVILLA,Masculino,55
2226,2018-07-08,ZARAGOZA,Masculino,54
3372,2018-02-07,Málaga,F,23
4351,2018-08-10,Barcelona,f,250
788,2022-06-15,málaga,Femenino,53
4511,2019-11-24,Madrid,f,36
2019,2023-12-07,Barcelona,M,40
2342,2024-04-28,barcelona,Femenino,60
4901,2021-05-18,Barcelona,F,16
4179,2018-11-12,Madrid,M,56
4565,2018-07-08,Valencia,M,44
3583,2021-05-13,barcelona,f,32
86,2024-03-31,Madrid,m,36
4146,2020-03-25,barcelona,F,31
31,2021-06-10,Madrid,F,25
4900,,Barcelona,F,16
465,2022-07-10,SEVILLA,F,28
223,2023-09-09,SEVILLA,F,43
2558,2020-03-01,Valencia,F,29
356,2020-08-02,Barcelona,m,46
1118,2020-02-04,Málaga,m,49
4175,2023-09-09,A CORUÑA,M,32
3738,2022-07-20,Madrid,M,40
84,2023-06-11,Barcelona,F,41
2639,2018-09-06,Madrid,F,32
4298,2022-06-11,Barcelona,M,16
938,,Madrid,F,43
4193,2020-08-08,madrid,M,22
3571,2023-09-24,A Coruña,M,53
4959,2018-11-26,Madrid,F,47
4610,2021-09-29,Valencia,F,18
2254,2024-02-26,VALENCIA,Masculino,46
